Sim_Index,Return_Code,Mean_0_Endpoint1,Mean_1_Endpoint1,Delta_1_Endpoint1,StdError_1_Endpoint1,Test_Stat_1_Endpoint1,pval_1_Endpoint1,Mean_0_Endpoint2,Mean_1_Endpoint2,Delta_1_Endpoint2,StdError_1_Endpoint2,Test_Stat_1_Endpoint2,pval_1_Endpoint2,Mean_0_Endpoint3,Mean_1_Endpoint3,Delta_1_Endpoint3,StdError_1_Endpoint3,Test_Stat_1_Endpoint3,pval_1_Endpoint3,Adjpval_1,Adjpval_2,Adjpval_3,Adjpval,SampleSize_0,SampleSize_1,Tot_SampleSize,RejFlag_1_Endpoint1,RejFlag_1_Endpoint2,RejFlag_1_Endpoint3,IsNonNull_1_Endpoint1,IsNonNull_1_Endpoint2,IsNonNull_1_Endpoint3,FWERFlag,DisjnPowFlag,ConPowFlag
1,0,-0.00748583590444893,0.0154709837428352,0.0229568196472841,0.00681662263760087,3.3677703560489,0.000428678329684073,-0.00156494155775806,0.00811880236495097,0.00968374392270904,0.00511501597645836,1.89319915466111,0.0296500341088798,-0.00653706001639151,0.0201208793615467,0.0266579393779382,0.0173586028407759,1.53571918330419,0.0628341445695952,0.00128603498905222,0.0593000682177596,0.0628341445695953,0.0628341445695953,150,150,300,1,0,0,1,1,1,0,0,1
2,0,-0.00446752285283147,0.0040886776694279,0.00855620052225937,0.00650939776446339,1.31443811422465,0.0948547905485969,-0.00455170022577505,0.00556558776183559,0.0101172879876106,0.0054104460845636,1.86995449718573,0.0312352428792797,-0.0254865144118558,0.000495587250532432,0.0259821016623882,0.0179698894935635,1.44586875014977,0.0746324390301588,0.149264878060318,0.0937057286378392,0.149264878060318,0.149264878060318,150,150,300,0,0,0,1,1,1,0,0,0
3,0,-0.00760913830713776,0.00873306419018881,0.0163422024973266,0.0069790011443208,2.34162484851075,0.00992932890801945,0.00329402197631949,0.00968647772525129,0.0063924557489318,0.00553304505033568,1.15532327873311,0.124441786099069,-0.00356675102670593,0.00864200970242616,0.0122087607291321,0.0175401508808479,0.696046505646816,0.243471101440384,0.0297879867240584,0.248883572198139,0.248883572198139,0.248883572198139,150,150,300,0,0,0,1,1,1,0,0,0
4,0,0.00473443223430621,0.0180410995521922,0.013306667317886,0.00660333255046326,2.01514420426282,0.0223936228642099,-0.00399664231843352,0.0146119782886273,0.0186086206070608,0.00563346551428172,3.30322792602263,0.000536144131191296,0.00353436713943398,0.00374540898216808,0.000211041842734099,0.0178039707489809,0.0118536390398294,0.495275158770705,0.0447872457284198,0.00160843239357389,0.495275158770706,0.495275158770706,150,150,300,0,1,0,1,1,1,0,0,1
5,0,-0.00239720925564755,0.0140425133740161,0.0164397226296636,0.00674072534171598,2.43886552207134,0.00765854331895299,0.00345936693216719,0.0159386142712883,0.0124792473391211,0.00587154550330941,2.12537692709481,0.0171887966991824,0.00121550037318521,0.00932018034911896,0.00810467997593375,0.0169715694532168,0.477544519278246,0.316662247204672,0.022975629956859,0.0343775933983648,0.316662247204673,0.316662247204673,150,150,300,1,0,0,1,1,1,0,0,1
6,0,0.00236070226796624,0.013472718696708,0.0111120164287417,0.00698835848789966,1.59007532999089,0.0564390566480489,0.00157678668678322,0.0191672249541791,0.0175904382673959,0.00529288100000486,3.32341465212985,0.000500101058091396,0.0164789845458291,0.0340399058796747,0.0175609213338457,0.0185594191248536,0.946199943851106,0.172406601360261,0.112878113296098,0.00150030317427419,0.172406601360261,0.172406601360261,150,150,300,0,1,0,1,1,1,0,0,1
7,0,-0.00477986470725573,0.0166617799922061,0.0214416446994619,0.00725090320276815,2.95709983982081,0.00167695780981258,0.00060787832700974,0.0165141007732027,0.015906222446193,0.0056013135879015,2.83973075182747,0.00241291217737849,-0.00116743538370289,0.0245865689781402,0.0257540043618431,0.0165201559325484,1.55894438690508,0.0600354408064048,0.00503087342943776,0.00503087342943776,0.0600354408064048,0.0600354408064048,150,150,300,1,1,0,1,1,1,0,0,1
8,0,0.00354816127686987,0.00934813014710838,0.00579996887023851,0.00707311125473736,0.820002494143418,0.20643503496037,0.00368043756786426,0.0154171989419341,0.0117367613740698,0.00545481252661065,2.15163423432308,0.0161147669532833,0.00893592972354859,0.0053769377081392,-0.00355899201540939,0.0176536555239174,-0.201600853182369,0.579816838530153,0.41287006992074,0.0483443008598499,0.579816838530154,0.579816838530154,150,150,300,0,0,0,1,1,1,0,0,0
9,0,-0.00601791710670929,0.0165413806899228,0.0225592977966321,0.00692363976826928,3.25830033792634,0.000625200281157423,-0.00292620273351633,0.0150884799693472,0.0180146827028635,0.00533803813492386,3.37477594717867,0.000418308104678022,-0.00544521297020404,0.0267577428185982,0.0322029557888023,0.0181046230105592,1.77871451783451,0.0381529742401659,0.00125492431403407,0.00125492431403407,0.038152974240166,0.038152974240166,150,150,300,1,1,0,1,1,1,0,0,1
10,0,0.00237874084962599,0.0112637760362771,0.00888503518665106,0.00650340165715434,1.36621350718462,0.086451008165745,0.00471532053845113,0.00995131652308429,0.00523599598463316,0.00540795229154041,0.968203065109091,0.166864045074821,0.0143781881403582,0.00609311243507861,-0.00828507570527956,0.0173953851111903,-0.476280096837283,0.682888074491364,0.259353024497235,0.333728090149642,0.682888074491365,0.682888074491365,150,150,300,0,0,0,1,1,1,0,0,0
11,0,0.00415240847397164,0.0158922486854703,0.0117398402114986,0.00681674573799075,1.72220597081548,0.0430348989054512,0.000149080531946048,0.0113303502033462,0.0111812696714001,0.00577573960339104,1.9359026616843,0.0269126066062602,-0.0122944580995174,0.0296682267834986,0.0419626848830159,0.0165152210015735,2.54084912814779,0.00578275056158362,0.0538252132125204,0.0538252132125204,0.0173482516847509,0.0538252132125204,150,150,300,0,0,1,1,1,1,0,0,1
